title,release_year,parental_rating,movie_duration,movie_rating,description,genres,budget,gross_na,gross_worldwide
Our Drawings,2023,TV-MA,1h 1m,1.2,"Paige Foster, discovers a mysterious intruder inside her artwork where she travels. Her beatboxing puppy sidekick helps search within her imaginative realms drawings that enable Foster to be...","Animation,Adventure",,,
Clownfish,2010,,1h 23m,1.2,A fish stuck in a fish pond does not have the luxury of swimming around freely. They are used to a mindless system of food being fed to them waiting to be weighed by the humans to see how mu...,"Drama,Romance",,,
Zaletchiki,2014,,1h 24m,1.2,,Comedy,,,
American Fiction,2023,R,1h 57m,7.5,A novelist who's fed up with the establishment profiting from Black entertainment uses a pen name to write a book that propels him into the heart of the hypocrisy and madness he claims to di...,"Comedy,Drama","$21,098,470","$224,469","$22,483,370"
Manos: The Hands of Fate,1966,Not Rated,1h 10m,1.6,"A family gets lost on the road and stumbles upon a hidden, underground, devil-worshiping cult led by the fearsome Master and his servant Torgo.",Horror,"$19,000 (estimated)",,
Kingdom of Gladiators,2011,Not Rated,1h 25m,1.7,"A king makes a pact with an ancient demon and after years of ruling his kingdom in peace, the demon has come to collect. Now a group of rival gladiators must fight for the survival of the ki...","Action,Adventure,Fantasy","$3,000,000 (estimated)",,
The Shawshank Redemption,1994,R,2h 22m,9.3,"Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.",Drama,"$25,000,000 (estimated)","$28,767,189","$28,906,619"
Amityville Thanksgiving,2022,TV-14,1h 13m,1.8,"A struggling couple visits a marriage counselor for the holiday as a last resort. Soon after, they realize he has sinister intentions that could make this Thanksgiving their last.","Comedy,Drama,Horror",,,
Night,2019,Not Rated,1h 5m,2.1,"A young girl is kidnapped by a strange man, who forces her to be the star of his sick and twisted live stream.","Horror,Thriller","$1,000 (estimated)",,
House of the Dead,2003,R,1h 30m,2.1,"A group of college students travels to a mysterious island to attend a rave, which is soon taken over by bloodthirsty zombies.","Action,Adventure,Horror","$12,000,000 (estimated)","$10,249,719","$13,818,181"
The Other Side of the Mirror,2016,,1h 42m,2.2,"In 1905, a teenage Alice has just moved to the Pacific Northwest. She follows a mysterious man down a rabbit hole, leading her into Wonderland, a dark and curious world inhabited by characte...","Drama,Fantasy,History",,,
Delicious Delivery,2015,,1h 24m,2.2,Im Hyeok is a handsome boy who gets dumped by his girlfriend and takes a break from school.,Romance,,,
Who's Your Caddy?,2007,PG-13,1h 33m,2.3,When a rap mogul from Atlanta tries to join a conservative country club in the Carolinas he runs into fierce opposition from the board President- but it's nothing that he and his entourage c...,"Comedy,Sport","$7,000,000 (estimated)","$5,713,425","$5,713,425"
King Dinosaur,1955,Approved,1h 3m,2.2,"A new planet moves into the Solar system and four scientists (two couples) are sent to explore planet Nova. In between romantic interludes, the cast faces an iguana masquerading as a Tyranno...","Adventure,Sci-Fi",,,
Seed 2,2014,,1h 18m,2.2,"Coming back from her bachelor party in Las Vegas, Christine and her friends are driving through the hot desert of Nevada. But they are not alone - serial killer Max Seed is back and he broug...",Horror,"$1,200,000 (estimated)",,
Pirates of Treasure Island,2006,PG-13,1h 25m,2.2,An innkeeper's life of monotony suddenly changes when he comes into possession of a treasure map.,"Action,Adventure","$1,500,000 (estimated)",,
Jurassic Shark 3: Seavenge,2023,Unrated,1h 14m,2.2,"A reporter, cameraman, and some petty thieves are stranded in a boat out on the ocean. The only thing that stands between them and their lives is a 50-foot prehistoric megalodon shark. They ...",Horror,,,
Dark Light,2021,,1h 31m,2.3,An eccentric Interpol detective from New York who used to work for the Los Angeles Occult crime unit finds himself investigating a mysterious set of murders in Ireland. A very disturbed but ...,"Crime,Drama,Thriller","$500,000 (estimated)",,
Colonials,2023,,1h 20m,2.3,A space colonist traveling from Mars crash lands on Earth to save a Resistance stuck in the dark ages from an advance Moon enforcer - and the galaxy from human extinction.,Sci-Fi,,,
Blood Harvest,2023,,1h 20m,2.3,A family moves back to a farm in the mother's hometown. One of the children is a clairvoyant and along with his sister they start to unravel secrets that have happened on the farm.,"Drama,Horror,Mystery","$450,000 (estimated)",,
Nazi Overlord,2018,TV-MA,1h 31m,2.3,A D-Day rescue mission turns ugly when a band of Allied soldiers battle with horrific experiments created by the Nazis.,"Action,Adventure,Horror","$500,000 (estimated)",,
Bobbleheads: The Movie,2020,PG,1h 22m,2.3,"When the toys' humans go ""AWOL,"" they must defend their home from unexpected guests, two uninvited intruders who hope to swap a new baseball player bobblehead for a valuable one.","Animation,Family",,,
The Hospital,2013,,1h 35m,2.3,"Old St. Leopold's Hospital has many urban legends surrounding it, but the residents of Bridgeport all agree on one thing: tortured souls roam its abandoned halls. The mystery proves too much...",Horror,"$100,000 (estimated)",,
The Winter Witch,2022,,1h 22m,2.3,"At the behest of her boss Ronnie, journalist Ingrid Hoffman returns to her ancestral home when several children are found slaughtered in nearby woodland. With the village suspecting the infa...",Horror,,,
Monster Hunters,2020,Unrated,1h 28m,2.3,"When an alien prison ship crash lands and unleashes creature after creature in the California desert, the Prisoners make quick work of the dozen that tries to stop them. Now, the only hope o...","Action,Sci-Fi,Thriller",,,
Mummy Dearest,2021,,1h 35m,2.3,"A mother recently confined to a wheelchair moves into her daughter's home, but suggestions that the house is haunted and strange behavior by her daughter's boyfriend send her on a journey in...","Horror,Mystery,Thriller",,,
Homewrecker,2023,TV-MA,1h 19m,2.3,A married couple decides to rent out the extra room in their house to an attractive young woman who moves in armed with a set of filthy schemes.,Thriller,,,
Ouija 3: The Charlie Charlie Challenge,2016,Not Rated,1h 25m,2.3,"An eccentric haunted house owner invites a group of hapless teens over to play the terrifying game known as Charlie Charlie. Meant to be just spooky fun, the game soon turns into a nightmare...","Comedy,Horror",,,
A Certain Sacrifice,1979,Unrated,1h,2.3,A street-wise teen gets herself in a series of circumstances and mishaps in her meaningless existence.,"Crime,Drama,Music","$20,000 (estimated)",,
Maximum Impact,2017,Not Rated,1h 49m,2.3,The agents of the Federal Security Service of Russia and the US Secret Service are forced to work together to prevent a full-scale international crisis.,"Action,Comedy","$31,806",,
The Doll,2017,TV-MA,1h 21m,2.3,"When Chris and Andy order a model from an escort service, they find that something is unnaturally wrong with Natasha, something deadly wrong.","Fantasy,Horror,Sci-Fi",,,
Money Shot,2012,R,1h 30m,2.3,"When given keys to a mansion for the weekend, two friends decide to make a film but end up throwing a huge party and trashing the house. Now they race to get the ""money shot"" and finish thei...",Comedy,,,
The Touch of Satan,1971,PG,1h 30m,2.3,"A young man finds himself in a strange town with strange things going on. Two sisters, possessed, create a Jekyll-Hyde atmosphere where bizarre killings occur. Our hero fall in love an enter...",Horror,,,
Operation Black Ops,2023,,1h 20m,2.3,A group of mercenaries are hired to overthrow a Neo-Nazi stronghold nestled deep in the heart of Texas only to discover they are protecting nuclear codes that could ignite World War III.,"Action,Drama,Thriller",,,
Boom,2003,Not Rated,1h 40m,2.3,Three female models are unwittingly thrown into the Bombay underworld when they accidentally stop a diamond delivery to the Middle East.,"Crime,Thriller","$1,550,273",,
Curse of Humpty Dumpty 2,2022,,1h 19m,2.3,"A group of troubled teen girls and their teacher must fight for survival after discovering a cult has brought Humpty Dumpty, a killer doll, back to life and set loose on the camp where they ...",Horror,,,
Bikini Girls vs Dinosaurs,2014,Not Rated,52m,2.3,"Three bikini clad heirs to a space age kingdom, on the eve of their inauguration, are tricked and sent into a black hole and back in time by their evil stepmother so she can take the throne.",Sci-Fi,"£10,000 (estimated)",,
Little Ninjas,1993,PG,1h 40m,2.3,A treasure map found by three young boys allows them reason to get their kicks in more ways than one.,"Action,Adventure,Comedy",,,
Ek Haseena Thi Ek Deewana Tha,2017,,1h 45m,2.3,"Natasha and her fiance, Sunny visit her ancestral property where she meets Devdhar, a man who she forms a passionate connection with.",Drama,,,
Soul Reaper,2019,,1h 24m,2.3,"Charlie's getting married. And when he invites his friends to join him for a stag weekend in a remote British cabin, the group thinks it's a great opportunity to leave the US behind and have...",Horror,"$200,000 (estimated)",,
Alien Siege,2018,TV-14,1h 25m,2.3,"After an alien spacecraft destroys Washington, D.C., the residents of a small town must fight off a unit of alien soldiers on the hunt for the President of the United States and the mysterio...","Action,Adventure,Sci-Fi",,,
Catalina Caper,1967,G,1h 24m,2.3,A group of swingin' teens take time out from having fun in the sun to try to foil a group of crooks searching for a stolen scroll.,"Comedy,Musical,Mystery",,,
Calm Like a Bomb,2021,,1h 22m,2.3,"Determined to take revenge for the murder of his girlfriend, a man targets the three men responsible over the course of a single night.",Action,"€50,000 (estimated)",,
Eegah,1962,Unrated,1h 32m,2.3,"Teenagers stumble across a prehistoric caveman, who goes on a rampage.","Adventure,Comedy,Fantasy","$15,000 (estimated)",,
Fast and Fierce: Death Race,2020,TV-MA,1h 25m,2.3,"Jack Tyson is a young man partaking in an illegal Mexico-to-California car race when a desperate woman, fleeing from her abusive gangster boyfriend who is financing the race, jumps into his ...",Action,,,
Murder Manual,2020,18,1h 31m,2.3,"Creepy, terrifying chapters from our book of horror include a little girl's journey from a world of nightmares into the nightmare of reality, a gay couple's romantic getaway in Palm Springs ...","Horror,Thriller",,,
Final Justice,1984,R,1h 30m,2.3,"Homicidal sheriff Thomas Jefferson Geronimo is tasked with escorting a mobster to Malta. When the prisoner escapes, Geronimo goes to catch him.","Action,Crime,Drama",,,
Track of the Moon Beast,1976,PG,1h 30m,2.3,In New Mexico mineralogist student Paul Carlson is struck in the head by a tiny shard of a meteor causing him to unknowingly transform into a bloodthirsty reptilian creature.,"Horror,Sci-Fi",,,
The Pumaman,1980,,1h 30m,2.3,"Thousands of years ago, aliens visited Earth and fathered the Pumaman, a man-god with supernatural powers entrusted by a gold mask with the ability to control people's minds, which in presen...","Action,Adventure,Crime",,,
Breaking Wind,2012,R,1h 22m,2.3,"A comedic spoof based on the worldwide phenomenon ""The Twilight Saga.""",Comedy,"$1,958,083",,
The Wild Women of Wongo,1959,Approved,1h 12m,2.3,"Men, women and apes live together as three different tribes on the tropical island of Wongo. When the tribes discover that they live together on the island, ape-men start planning a raid on ...","Adventure,Comedy",,,
Those Who Call,2023,TV-MA,1h 19m,2.3,"When their car breaks down at a small Texan town, two sisters must do everything in their power to survive a sadistic pagan cult.","Drama,Horror,Mystery",,,
The Blade Master,1983,PG,1h 32m,2.3,"Muscle-bound Ator and his mute East Asian sidekick travel from the ends of the earth to save his aged mentor from the evil, mustachioed Zor.","Action,Adventure,Fantasy",,,
500 MPH Storm,2013,TV-PG,1h 26m,2.3,"When an energy experiment goes haywire, a rash of massive hurricanes rips across North America. A scientist must get his family to safety before the hurricanes merge, creating a ""hypercane"" ...","Action,Adventure,Drama","$300,000 (estimated)",,
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,1964,Not Rated,1h 22m,2.3,Jerry falls in love with a stripper he meets at a carnival. Little does he know that she is the sister of a gypsy fortune teller whose predictions he had scoffed at earlier. The gypsy turns ...,Horror,"$38,000 (estimated)",,
Island of the Dolls,2023,,1h 18m,2.3,A group of people go to the legendary Island of the Dolls to learn the deadly truth..,Horror,,,
Earworm,2024,,1h 41m,2.3,"Henry Adams, a socially awkward man seeking help for his condition accepts an invitation to a self help group that is more than it seems. Danger is around every corner as Henry goes deeper i...","Horror,Thriller",,,
Phony,2022,,1h 32m,2.3,"A struggling filmmaker, unlucky in love, enlists the aid of a womanizing friend to create an exploitative documentary about online dating.",Drama,,,
American Nudist,2011,,1h 6m,2.3,A young woman invites a filmmaker to follow her through the modern world of nudism.,Drama,"$100,000 (estimated)",,
365 Days,2015,,1h 50m,2.3,This film tracks a hasty marriage through its first 365 days.,"Drama,Romance",,,
The Prototype,2022,,1h 37m,2.3,"A government agent stumbles upon an alien conspiracy to conquer Earth. Using a blue liquid created by the aliens to make soldiers stronger, he becomes The Prototype-the only hope for mankind...","Action,Sci-Fi,Thriller","$980,000 (estimated)",,
Who's Your Caddy?,2007,PG-13,1h 33m,2.3,When a rap mogul from Atlanta tries to join a conservative country club in the Carolinas he runs into fierce opposition from the board President- but it's nothing that he and his entourage c...,"Comedy,Sport","$7,000,000 (estimated)","$5,713,425","$5,713,425"
The Loch Ness Horror,2023,,1h 19m,2.3,A group are sent to discover what happened to a recent lost ship.. Only to discover the horror that awaits them lurking below..,"Action,Horror,Sci-Fi",,,
Conjuring: The Beyond,2022,TV-MA,1h 31m,2.3,A sleep study goes awry when participants start to go missing.,"Drama,Horror,Mystery","$44,984",,
Robot Holocaust,1987,Not Rated,1h 19m,2.3,A highly unlikely band of heroes traverses a post-apocalyptic wasteland to rescue a scientist from the tyrannical Dark One and his army of robots.,"Adventure,Drama,Fantasy",,,
Son of the Mask,2005,PG,1h 34m,2.3,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how l...","Comedy,Family,Fantasy","$84,000,000 (estimated)","$17,018,422","$59,981,548"
Switch,2013,TV-MA,2h 2m,2.2,"In search of an ancient Chinese scroll, a Chinese agent battles against Japanese Yakuzas and British mercenaries.","Action,Adventure,Crime","$35,000,000 (estimated)","$47,164,301",
Kayhan,2018,,1h 45m,2.2,"After 20 years of graduating from high school, Kayhan goes to the reunion-rice-day of school to meet with high school friends whom he has not seen for years. But here comes a bitter truth. M...",Comedy,"$1,821,339",,
The Roller Blade Seven,1991,,1h 36m,2.2,"In a futuristic society, a sword-wielding roller skater fights evil ninjas, punk roller skaters and is sent on an important rescue mission","Action,Sci-Fi",,,
Sean Banan inuti Seanfrika,2012,,1h 16m,2.2,"Sean Banan is heading of to Africa, the world's coolest place. With him is the singing diva Kikki Danielsson Aka Kikki Dee, they are going to record a music video. Everything was supposed to...",Comedy,SEK 30 (estimated),"$539,841",
Nemesis 5: The New Model,2017,Not Rated,1h 11m,2.2,"It is the year 2077 and terrorist organization known as The Red Army Hammerheads now dominate the Earth. The fate of humanity now rests in the hands of The New Model, Ari Frost. Trained unde...","Action,Sci-Fi",,,
Scarecrow's Revenge,2019,,1h 33m,2.2,"A Viking Warrioress must step up when a heathen, banished from her village gives up his mortal soul in exchange for the near indestructible form of a demonic Scarecrow. As warriors fall to t...",Horror,,,
Chairman of the Board,1997,PG-13,1h 35m,2.3,A surfer becomes the head of a major company.,Comedy,"$7,000,000 (estimated)","$181,233","$181,233"
Vampires in America,2022,,1h 24m,2.2,Vampire hunters investigate an alarming surge of homicides and missing person cases in the Arizona desert.,Documentary,,,
Mapanukso,2003,,1h 26m,2.2,"Carlo is macho dancer in a gay bar who meets Jerome, a gay production manager who helps alleviate his life and a special relationship blooms. All hell breaks loose when Carlo's girlfriend le...",Drama,,,
Knockouts in Lockdown,2023,,45m,2.2,"When Cindy gets busted for prostitution, she reluctantly agrees to become an FBI informant. She is sent undercover to infiltrate a local strip club where young women are forced to battle eac...",Comedy,"$50,000 (estimated)",,
Sharkenstein,2016,,1h 25m,2.2,"Sixty years after the end of World War II, a small ocean town is plagued by a blood-thirsty creature that was built and reanimated by using the parts of the greatest sea-killers: the Sharken...","Action,Adventure,Comedy",,,
Sinister Squad,2016,Not Rated,1h 30m,2.2,"When a supernatural cult threatens Earth, Alice must assemble a team of fairy tale villains to face the literal forces of Death.","Action,Comedy,Fantasy",,,
The Mummy Rebirth,2019,,1h 20m,2.2,Two treasure hunters uncover a sealed tomb and awaken a mummy that has waited years to come back and wipe humanity from the face of the Earth. It's a race against time as they try to stop th...,"Action,Fantasy,Horror",,,
Werewolves of the Third Reich,2017,Not Rated,1h 30m,2.2,"In Germany at the height of World War II, a ragtag group of American soldiers discover Doctor Mengele's diabolical plan to create an unstoppable army of Nazi werewolves.","Action,Adventure,Horror","$300,000 (estimated)",,
Oh My Ghost,2022,,2h 5m,2.2,"When a single woman and her two friends reach a small town, they begin to discover their connection to a ghost and the secret legacy their grandfather left behind.","Comedy,Horror","₹880,000,000 (estimated)",,
Zaat,1971,PG,1h 40m,2.2,A mad scientist transforms himself into an aquatic killer.,"Horror,Sci-Fi","$75,000 (estimated)",,
Erdal ile Ece,2024,,1h 47m,2.2,The story of a married couple who experience funny conflicts in their relationship.,Comedy,"$855,778",,
Scorpius Gigantus,2006,R,1h 31m,2.2,"Geneticist seeks to make a name for herself by saving the planet from disease by using eons-old antibodies, harvested from enlarged six legged creatures. The creatures don't like being big a...","Action,Adventure,Comedy","$210,000 (estimated)",,
Arctic Apocalypse,2019,Not Rated,1h 28m,2.2,"A massive influx of glacial melting triggers a new ice age in the Northern Hemisphere, forcing a family to make their way across the ice-covered landscape before they are frozen out for good...","Action,Adventure,Drama",,,
Sonny Capone,2020,,1h 32m,2.2,"When Sonny Capone, Dublin-born head of the Mafia in Rome, hears that his son Luke has been murdered in Dublin, he returns home to kill everyone in sight. Pitted against Dublin's notorious dr...",Crime,€50 (estimated),,
Amerikalilar Karadeniz'de 2,2007,,1h 40m,2.2,"A rocket the United States has located on the Black Sea's seabed as a precaution against a potential threat from Tehran launches accidentally. Officers, quickly realizing the incident, alter...",Comedy,"$2,243,249",,
Jack the Giant Killer,2013,Not Rated,1h 27m,2.2,"A giant beanstalk brings Jack to a land in the clouds filled with snarling, evil beasts. When the creatures make their way to the ground, Jack must figure out how to get back down before the...","Action,Fantasy",,,
Cannibal Diner,2012,Not Rated,1h 15m,2.2,A group of models find themselves trapped in a factory inhabited by a cannibalistic degenerate family.,"Horror,Mystery,Thriller",,,
Crossover,2006,PG-13,1h 35m,2.2,The lives of a gifted athlete and his best friend change when they take a fateful trip to Los Angeles. The young hopefuls must use every skill at their command to topple the reigning street ...,"Action,Sport","$5,800,000 (estimated)","$7,009,668","$7,009,668"
Purge of Kingdoms,2019,R,1h 25m,2.2,"In a parody of ""Game of Thrones,"" nobles from the Eight Kingdoms gather for Purge Fest 3000 to try and put an end to their violent conflicts, while members of the Fat King's own family consp...",Comedy,"$27,688",,
King Arthur and the Knights of the Round Table,2017,Not Rated,1h 28m,2.2,"Sorceress Morgana and her son, Mordred, return to Earth after 1,500 years, hell-bent on destruction.","Action,Adventure,Crime","$300,000 (estimated)",,
Girl in Gold Boots,1968,R,1h 34m,2.2,"A young woman leaves her job as a waitress and travels to Los Angeles, where she strives to become the top star in the glamorous world of go-go dancing.","Crime,Drama,Music",,,
Abelar: Tales of an Ancient Empire,2010,R,1h 26m,2.2,A princess is on a quest to unite the five greatest warriors to save her kingdom from a demon sorceress.,"Action,Adventure","$1,000,000 (estimated)",,
Mega Lightning,2022,,1h 30m,2.2,"After a violent thunderstorm scares a house party, the guests flee to a nearby home for shelter.. only to discover, a more sinister hand is at play.. Now, they can't escape the strangers hom...","Action,Horror,Sci-Fi",,,
Iki Gözüm Ahmet,2020,,1h 48m,2.2,"A biopic about Kurdish iconic artist Ahmet Kaya, drama, childhood, his life. Can label of Divider terminate the heroism, which was sealed right at the center of public's heart?","Biography,Drama,Music","$2,000,000 (estimated)","$149,464",
Leonard Part 6,1987,PG,1h 25m,2.2,Secret Agent Leonard Parker (Bill Cosby) is called out of retirement to save the world from evil genius Medusa Johnson (Gloria Foster).,"Action,Comedy,Sci-Fi","$24,000,000 (estimated)","$4,615,255","$4,615,255"
Dark Parasite,2023,,1h 25m,2.2,"After a robbery in a jewelry store, a group of thieves takes refuge with a host in a shabby apartment building in the suburbs, but they don't know that in the basement hides an obscure alien...",Horror,"€500,000 (estimated)",,
Sex Game,2023,,1h 21m,2.2,Rachel and Ryan are two popular influencers who will do anything to get a few more likes and win the next virtual challenge.,"Horror,Thriller","$250,000 (estimated)",,
Hep Yek: Dügün,2023,,1h 30m,2.2,,Comedy,"$293,979",,
Student of the Year 2,2019,Not Rated,2h 26m,2.2,"A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy.","Action,Comedy,Drama","₹800,000,000 (estimated)","$778,566","$1,635,907"
Surf School,2006,R,1h 27m,2.2,"A rag-tag bunch of seniors, complete outsiders at their surf-crazed Laguna Beach High School, decide to crash the biggest team surf contest. In order to prevail, however, they must do one im...","Comedy,Sport","$5,000,000 (estimated)",,
Bloody Mary,2011,Not Rated,1h 22m,2.2,"While making a music video, a group of filmmakers accidentally waken the curse of Bloody Mary, a young woman who was brutally murdered over 100 years ago by her jealous husband who's distant...",Horror,,,
Called to Duty,2023,,1h 40m,2.2,"North Kiyung is threatening U.S with nuclear attacks and missile tests. U.S plans to strike back and train best pilots. However Air force leans on Navy's best fighter Lt. Andrew ""Bells"". Few...",Action,,,
Dickshark,2016,Unrated,3h 20m,2.2,A romantic couple get more than they expected after the husband's experiments with penis-enlargement cream go awry.,"Comedy,Horror,Sci-Fi","$6,000 (estimated)",,
Ghosts Can't Do It,1989,R,1h 35m,2.2,"Elderly Scott kills himself after a heart attack wrecks his body, but then comes back as a ghost and convinces his loving young hot wife Katie to pick and kill a young man in order for Scott...","Comedy,Crime,Fantasy","$25,000",,
Angels' Brigade,1979,PG,1h 37m,2.2,"Six sexy women, and a teenage girl, devastate a right-wing militia before doing battle with ruthless drug pushers.","Action,Comedy","$300,000 (estimated)",,
Hobgoblins,1988,Not Rated,1h 28m,2.2,A young security guard must track down diminutive aliens who kill people even as they make their fantasies come true.,"Comedy,Horror,Sci-Fi","$15,000 (estimated)",,
Ape vs. Monster,2021,Not Rated,1h 28m,2.2,"An ape, lost in space, crash-lands back to Earth. The vessel oozes a sludge that triggers massive growth in both the ape, as well as a passing Gila monster. Their paths cross again, leading ...","Action,Adventure,Sci-Fi",,,
Baaghi 3,2020,Not Rated,2h 23m,2.2,A man embarks on a bloody rampage to save his kidnapped brother.,"Action,Adventure,Thriller","₹550,000,000 (estimated)","$721,439","$16,726,510"
Megalodon: The Frenzy,2023,,1h 22m,2.2,"When a frenzy of five Megalodons torment the open ocean, the stakes have never been higher.","Action,Adventure,Horror",,,
The Flintstones in Viva Rock Vegas,2000,PG,1h 30m,3.7,"In this live-action prequel to The Flintstones (1994), the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople is pursued by playboy Chip Rockefeller.","Comedy,Family,Romance","$83,000,000 (estimated)","$35,268,275","$59,468,275"
The Human Centipede 2 (Full Sequence),2011,Not Rated,1h 31m,3.8,"Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.",Horror,"$141,877","$49,456","$170,323"
The Love Guru,2008,PG-13,1h 27m,3.8,"Pitka, an American raised outside of his country by gurus, returns to the States in order to break into the self-help business. His first challenge is to settle the romantic troubles and sub...","Comedy,Romance,Sport","$62,000,000 (estimated)","$32,235,793","$40,877,556"
The Avengers,1998,PG-13,1h 29m,3.8,Two British Agents team up to stop Sir August de Wynter from destroying the world with a weather-changing machine.,"Action,Adventure,Sci-Fi","$60,000,000 (estimated)","$23,384,939","$23,384,939"
The Hungover Games,2014,R,1h 25m,3.5,"A spoof on The Hangover (2009), The Hunger Games (2012) and other movies, TV series etc. 4 men, with hangovers after a bachelor party, find themselves in a future, dystopian, kill or be kill...","Adventure,Comedy,Fantasy",,,
Crossroads,2002,PG-13,1h 33m,3.8,"Three childhood friends embark on a cross-country adventure to pursue dreams they once put aside, taking risks that are sure to change their lives forever.","Comedy,Drama,Romance","$12,000,000 (estimated)","$37,581,825","$61,733,108"
In the Name of the King: A Dungeon Siege Tale,2007,PG-13,2h 7m,3.8,"A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son, two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.","Action,Adventure,Fantasy","$60,000,000 (estimated)","$4,775,656","$13,097,915"
Liger,2022,,2h 20m,2.6,"A story about martial arts, dreams and star crossed lovers. Liger is an MMA fighter who trains hard and rises up the ranks with one goal in mind, to fight like his idol, world renowned MMA f...","Action,Drama,Romance","$4,879,486",,
The Adventures of Sharkboy and Lavagirl 3-D,2005,PG,1h 33m,3.7,A young boy is recruited by his imaginary friends Sharkboy and Lavagirl to help save their planet.,"Action,Adventure,Comedy","$50,000,000 (estimated)","$39,177,684","$71,992,655"
Piranha 3DD,2012,R,1h 23m,3.8,"After the events at Lake Victoria, the pre-historic school of blood-thirsty piranhas make their way into a newly opened waterpark.","Comedy,Horror,Sci-Fi","$5,000,000 (estimated)","$376,512","$8,518,634"
Bucky Larson: Born to Be a Star,2011,R,1h 37m,3.3,"A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps, and become a porn star.",Comedy,"$10,000,000 (estimated)","$2,529,395","$2,530,394"
The Wicker Man,2006,PG-13,1h 42m,3.8,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.","Horror,Mystery,Thriller","$40,000,000 (estimated)","$23,649,127","$38,806,015"
Spice World,1997,PG,1h 33m,3.7,World-famous pop group the Spice Girls zip around London in their luxurious double-decker tour bus having various adventures and performing for their fans.,"Comedy,Family,Music","$25,000,000 (estimated)","$29,342,592","$29,344,278"
Mac and Me,1988,PG,1h 39m,3.4,An alien trying to escape from NASA is befriended by a wheelchair-bound boy.,"Adventure,Comedy,Family","$13,000,000 (estimated)","$6,424,112","$6,424,112"
The Fog,2005,PG-13,1h 40m,3.7,"A thick mist full of vengeful spirits haunts a prosperous island town off the coast of Oregon, as its inhabitants try to learn their town's dark secret in order to stop it.","Horror,Mystery","$18,000,000 (estimated)","$29,550,869","$46,201,432"
I Know Who Killed Me,2007,R,1h 45m,3.6,"A young woman who was missing reappears, but she claims to be someone else entirely.","Horror,Mystery,Thriller","$12,000,000 (estimated)","$7,498,716","$9,669,758"
Superman IV: The Quest for Peace,1987,PG,1h 30m,3.7,"The Man of Steel crusades for nuclear disarmament and meets Lex Luthor's latest creation, Nuclear Man.","Action,Adventure,Sci-Fi","$17,000,000 (estimated)","$15,681,020","$30,281,020"
Goal! III,2009,PG-13,1h 36m,3.2,"The heroes compete on the greatest stage of all, the FIFA World Cup Finals.","Drama,Romance,Sport","$10,000,000 (estimated)","$7,641",
Jaws 3-D,1983,PG,1h 39m,3.7,A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,"Adventure,Horror,Thriller","$20,500,000 (estimated)","$45,517,055","$87,987,055"
Dungeons & Dragons,2000,PG-13,1h 47m,3.6,"Profion, a tyrant, attempts to overthrow a peaceful kingdom ruled by a tough empress.","Action,Adventure,Fantasy","$45,000,000 (estimated)","$15,391,970","$33,978,694"
Dragon Wars: D-War,2007,PG-13,1h 47m,3.5,"Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped.","Action,Drama,Fantasy","$32,000,000 (estimated)","$10,977,721","$75,108,817"
Spy Kids 4: All the Time in the World,2011,PG,1h 29m,3.5,"A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.","Action,Adventure,Comedy","$27,000,000 (estimated)","$38,538,188","$85,564,310"
Black Christmas,2019,PG-13,1h 32m,3.5,A group of female students is stalked by a stranger during their Christmas break. That is until the young sorority pledges discover that the killer is part of an underground college conspira...,"Horror,Mystery,Thriller","$5,000,000 (estimated)","$10,429,730","$18,529,730"
The NeverEnding Story III,1994,G,1h 35m,3.2,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,"Adventure,Comedy,Family","$17,000,000 (estimated)",,
Captain America,1990,PG-13,1h 37m,3.2,"Frozen in the ice for decades, Captain America is freed to battle against archcriminal The Red Skull.","Action,Adventure,Sci-Fi","$3,000,000 (estimated)",,
Mortal Kombat: Annihilation,1997,PG-13,1h 35m,3.6,A group of martial-arts warriors has only six days to save the Earth from an extra-dimensional invasion.,"Action,Adventure,Fantasy","$30,000,000 (estimated)","$35,927,406","$51,376,861"
Fifty Shades of Black,2016,R,1h 32m,3.5,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,Comedy,"$5,000,000 (estimated)","$11,686,940","$22,227,514"
